03b4355b047c94b4,0.12 0.16 0.74 1.00
435986fb31b5f4f3,0.37 0.35 0.52 0.40
a8e1490b5f8d37e2,0.22 0.00 0.87 1.00
1078a00bdf260dad,0.10 0.00 0.70 1.00
6335ea2d8c6a995a,0.19 0.26 0.94 0.88
021c49099d5c9c95,0.06 0.09 0.64 0.89
050bb2b066695481,0.01 0.09 0.90 0.94
3d2103498429fca9,0.01 0.06 0.93 0.72
3bcbf789096329a0,0.04 0.18 0.86 0.81
15ac1d484c9d73f1,0.34 0.38 0.90 1.00
70c35139c2106d7b,0.17 0.00 0.50 1.00
ba16164dc79c8d6b,0.30 0.04 0.78 0.90
cbf006315854de47,0.06 0.00 0.60 0.94
423d04d4fb145ba4,0.16 0.00 0.78 0.96
b95f3a34e84c0cbd,0.14 0.21 0.85 0.55
10511d373e1b3194,0.05 0.00 1.00 1.00
07649f4229c3386f,0.36 0.47 0.60 0.63
0d3468a0be19c4d9,0.00 0.07 0.34 0.64
0650df74125ebf63,0.39 0.42 0.53 0.47
1774a7c091094fe4,0.00 0.33 0.45 0.87
5c60e4c3a4ccbb3c,0.12 0.23 0.70 0.80
01881b0a3e3bd3d0,0.16 0.01 0.77 0.98
11cc11fa93c8d3b1,0.19 0.21 0.69 0.72
00b35141baca1e30,0.35 0.00 1.00 1.00
02ee936a05119ef6,0.00 0.00 1.00 0.91
03dbf7330d2061b7,0.03 0.00 0.63 0.99
5bc3f5a643d2bbca,0.00 0.02 0.86 0.93
01f18f147d31b029,0.20 0.16 0.91 0.70
cd5d8fb3d662ec1b,0.16 0.00 0.79 0.88
597cd70e92f1868b,0.16 0.00 0.71 0.93
04ab3b0368ab0ac1,0.10 0.22 0.88 0.86
04307736340151f3,0.00 0.00 0.74 1.00
031b7f6a2e09f1a2,0.41 0.00 0.55 1.00
348d11e5696be7d0,0.00 0.01 1.00 1.00
139695cedce5e6c9,0.05 0.00 1.00 1.00
1771ca3205ad3ee6,0.33 0.00 0.46 1.00
97e1de4fa8328d7c,0.18 0.00 0.50 1.00
229183f71d31432a,0.22 0.32 0.76 1.00
408452be6e2fbee9,0.04 0.00 0.48 1.00
01adbbe10f1dd3db,0.01 0.00 0.61 1.00
00d35e5a6ac4ae99,0.07 0.00 1.00 1.00
11b0ab96f2f2c0f9,0.16 0.45 0.83 0.64
0e8209b12624d5fa,0.29 0.32 0.58 0.88
23f078f5c221b597,0.09 0.45 0.55 1.00
311241384bf8a9e3,0.32 0.00 0.69 1.00
06c7e8ecb4994876,0.61 0.00 0.94 1.00
1551c5adb6348b52,0.15 0.29 0.95 0.76
010dd0764e7f48b8,0.05 0.00 0.77 0.95
150580dea5daeb86,0.15 0.10 0.85 0.85
00997a9a2073993d,0.04 0.00 0.69 1.00
11dce83d9e3c8557,0.05 0.00 0.43 1.00
00a823cf21b99c77,0.03 0.00 0.70 1.00
4e05b5f84fc05ac0,0.26 0.23 1.00 0.85
38152ca98470fd0f,0.00 0.00 1.00 1.00
b8c44ce6608032b2,0.51 0.21 0.84 0.79
1893386e8b412ec1,0.07 0.00 0.86 0.90
3861c08aa7f1c448,0.29 0.03 0.88 0.73
2d587834df4e3d16,0.11 0.00 0.77 1.00
8a23798cb673e165,0.36 0.10 0.59 0.50
1ebbaf20da7286e9,0.16 0.03 0.60 0.85
875e45965e555313,0.15 0.28 0.86 1.00
099ccac31dad4509,0.14 0.00 0.88 1.00
45c0ea46879e2635,0.06 0.00 0.94 0.96
0e303edabcdeee16,0.00 0.00 0.81 1.00
21b84d9f5985f31c,0.22 0.00 0.79 1.00
5a5da7bd67a6e331,0.00 0.00 1.00 1.00
1131c2df71377c6f,0.00 0.00 0.79 0.65
515acbdc2108fd1b,0.00 0.00 1.00 1.00
07e1f6971ad8a681,0.32 0.21 0.71 0.73
5bce66f166faf61d,0.13 0.00 0.82 1.00
c9596ea5234019f4,0.00 0.04 0.82 1.00
09082ca3a2cb6b7a,0.09 0.00 0.68 1.00
a6fdf3d527158039,0.06 0.00 0.91 1.00
01b3c563a0d5ff44,0.00 0.00 1.00 1.00
2031c0bc115f17cc,0.03 0.10 0.86 0.85
002ccd0ed2967b8f,0.13 0.59 0.93 1.00
01f996cebf42ad8d,0.01 0.27 0.88 0.59
06773453f6a9a43b,0.18 0.00 0.77 1.00
a5dc909f11f59bb5,0.04 0.01 1.00 1.00
83687d70c778cd88,0.00 0.13 0.64 0.82
71b04388b3db40ad,0.10 0.00 0.83 1.00
6084143bdc8e345a,0.02 0.52 0.85 0.73
06c04fce00b4d5b8,0.38 0.01 0.65 1.00
0d78afec7d1d9bca,0.00 0.26 0.88 0.73
39d43af8ce5f78ef,0.01 0.00 1.00 1.00
24bc746557ef0cf0,0.37 0.00 1.00 1.00
643f085d8e5fbae0,0.00 0.43 0.19 1.00
84fb745a5c843954,0.25 0.05 0.88 0.79
05ed7d15b3e6198a,0.06 0.00 0.43 0.44
ef6b484eb6925e69,0.10 0.00 1.00 1.00
675a9ec9a8e0bbcc,0.29 0.30 0.36 0.79
145e89e10da61006,0.01 0.00 0.75 1.00
060517a050a03dde,0.11 0.00 0.90 1.00
20d11a9476304605,0.19 0.33 1.00 0.90
004c97d5a1c39889,0.00 0.00 0.83 1.00
092b1e7fdd640c76,0.00 0.00 0.85 1.00
4a65726fc844b8f6,0.35 0.00 1.00 1.00
02b6f1893e8ff584,0.00 0.00 1.00 1.00
167572247eab7765,0.00 0.01 1.00 1.00
256bb2ded318d9f7,0.28 0.00 0.62 1.00
0222cd3c974970de,0.40 0.00 0.60 1.00
11429ffc7a625288,0.13 0.43 1.00 0.79
2a7401dff139ea84,0.19 0.00 1.00 1.00
eb6cb3109a17dd41,0.49 0.00 0.85 1.00
068e2faaeedd4a97,0.00 0.26 0.59 1.00
0908bff56ea1a0d1,0.00 0.00 1.00 0.98
3ce71b3fb646b038,0.00 0.04 1.00 1.00
032db01469fdee8f,0.00 0.00 1.00 1.00
043fbc9268d5f62e,0.01 0.00 1.00 1.00
0604d991c52bca21,0.55 0.00 0.95 1.00
07dfb3e24b0578c8,0.00 0.00 1.00 1.00
37f92184ae16e913,0.13 0.08 1.00 0.60
360c65469d6fd869,0.08 0.00 0.28 1.00
16263ed61f39c36c,0.01 0.00 0.97 1.00
939dc56a95ce1eab,0.00 0.00 1.00 0.97
320b7dcc3d04e3a6,0.29 0.00 0.78 0.99
f7590e513a2a11e0,0.00 0.03 1.00 1.00
080700f501ef4340,0.07 0.00 0.57 1.00
0ec49dd1ba71e2ba,0.00 0.00 0.90 0.89
0f5e5e5f7dbe4168,0.24 0.00 1.00 1.00
18df0f26e0f04755,0.08 0.00 0.75 1.00
1a8c9d3f9665d758,0.08 0.00 0.14 0.36
1185dfacd13efd18,0.19 0.00 1.00 1.00
aa7de13e3069f9cb,0.62 0.31 0.98 0.77
10aff1df5c91b047,0.29 0.01 0.99 0.38
16cdd9a5b0e25f87,0.01 0.19 0.98 0.88
